City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
266,Severo-Kurilsk,RU,2022-04-15 03:17:44,50.6789,156.125,31.46,74,62,15.66
267,Benito Juarez,MX,2022-04-15 03:17:44,19.385,-99.165,73.0,46,40,13.8
268,Roald,NO,2022-04-15 03:18:45,62.5833,6.1333,44.33,75,1,10.36
269,Banff,CA,2022-04-15 03:15:16,51.1762,-115.5698,17.98,62,100,5.75
270,Yerbogachen,RU,2022-04-15 03:16:06,61.2767,108.0108,28.83,67,36,14.32
271,Kaupanger,NO,2022-04-15 03:18:46,61.1845,7.2404,43.11,90,89,3.65
272,Vyshneve,UA,2022-04-15 03:18:47,50.3891,30.3705,47.05,56,99,3.8
273,Pathein,MM,2022-04-15 03:18:47,16.7833,94.7333,91.89,44,8,10.96
274,Dukat,RU,2022-04-15 03:18:48,62.55,155.55,14.07,83,100,5.68
275,Torbay,CA,2022-04-15 03:08:27,47.6666,-52.7314,30.58,84,12,10.0
276,Verkhnevilyuysk,RU,2022-04-15 03:18:49,63.4453,120.3167,27.0,81,100,8.97
277,Baykit,RU,2022-04-15 03:18:50,61.67,96.37,38.08,87,100,3.83
278,Wasilla,US,2022-04-15 03:14:24,61.5814,-149.4394,47.75,36,0,6.91
279,George,ZA,2022-04-15 03:18:51,-33.963,22.4617,53.15,87,75,10.36
280,Henties Bay,NA,2022-04-15 03:18:52,-22.116,14.2845,59.41,92,4,9.01
281,Komsomolskiy,UZ,2022-04-15 03:16:29,40.4272,71.7189,68.72,40,8,6.91
282,Kiunga,PG,2022-04-15 03:18:53,-6.1219,141.2906,93.18,50,82,3.2
283,Dzaoudzi,YT,2022-04-15 03:18:53,-12.7887,45.2699,84.09,79,75,11.5
284,Nuuk,GL,2022-04-15 03:18:54,64.1835,-51.7216,18.21,62,20,33.38
285,Homer,US,2022-04-15 03:16:56,59.6425,-151.5483,44.8,62,0,10.36
286,Eureka,US,2022-04-15 03:14:12,40.8021,-124.1637,47.93,73,51,5.99
287,Fredericksburg,US,2022-04-15 03:18:19,38.3032,-77.4605,63.41,45,75,9.22
288,Pimentel,PE,2022-04-15 03:18:56,-6.8367,-79.9342,67.21,85,98,12.8
289,Inirida,CO,2022-04-15 03:14:15,3.8653,-67.9239,74.62,95,100,4.03
290,Sao Filipe,CV,2022-04-15 03:18:57,14.8961,-24.4956,70.05,76,4,8.77
291,Kirkuk,IQ,2022-04-15 03:18:57,35.4681,44.3922,52.88,25,24,6.11
292,Axim,GH,2022-04-15 03:18:58,4.8699,-2.2405,78.55,87,100,7.65
293,Klaksvik,FO,2022-04-15 03:18:56,62.2266,-6.589,49.12,97,100,27.04
294,San Matias,BO,2022-04-15 03:18:59,-16.3667,-58.4,75.31,73,100,3.67
295,Hovd,MN,2022-04-15 03:18:59,48.0056,91.6419,29.17,41,100,5.99
296,Yenagoa,NG,2022-04-15 03:19:00,4.9247,6.2642,77.09,90,99,1.01
297,Sieradz,PL,2022-04-15 03:19:00,51.5958,18.7302,52.38,86,100,5.79
298,Ponta Delgada,PT,2022-04-15 03:19:01,37.7333,-25.6667,63.32,94,75,13.8
299,Beberibe,BR,2022-04-15 03:17:04,-4.1797,-38.1306,77.68,84,74,3.8
300,Bosobolo,CD,2022-04-15 03:19:02,4.1833,19.9,68.88,98,100,1.25
301,Diffa,NE,2022-04-15 03:19:03,13.3154,12.6113,82.98,50,15,10.85
302,Vastse-Kuuste,EE,2022-04-15 03:19:04,58.1669,26.9343,39.04,97,100,7.02
303,Kavieng,PG,2022-04-15 03:19:04,-2.5744,150.7967,85.1,72,36,11.77
304,Bellevue,US,2022-04-15 03:14:48,47.6104,-122.2007,44.62,74,75,11.5
305,Deniliquin,AU,2022-04-15 03:19:05,-35.5333,144.9667,74.37,37,100,5.06
306,Zelenoborskiy,RU,2022-04-15 03:19:06,66.845,32.3622,10.56,98,71,2.26
307,Jalu,LY,2022-04-15 03:19:07,29.0331,21.5482,67.64,24,96,17.22
308,Kudahuvadhoo,MV,2022-04-15 03:19:07,2.6708,72.8944,84.09,70,11,6.11
309,Dhidhdhoo,MV,2022-04-15 03:19:08,6.8833,73.1,84.22,71,8,6.2
310,Gilbues,BR,2022-04-15 03:19:08,-9.8317,-45.3439,72.61,83,97,3.2
311,La Palma,US,2022-04-15 03:18:09,33.8464,-118.0467,65.71,62,0,12.66
312,Kambove,CD,2022-04-15 03:19:09,-10.8764,26.5969,60.3,98,100,3.71
313,Luderitz,NA,2022-04-15 03:20:10,-26.6481,15.1594,58.6,76,34,23.51
314,Ketchikan,US,2022-04-15 03:20:11,55.3422,-131.6461,46.38,33,0,4.61
315,Nouadhibou,MR,2022-04-15 03:20:11,20.931,-17.0347,62.94,87,0,19.3
316,Namatanai,PG,2022-04-15 03:20:12,-3.6667,152.4333,85.19,68,52,9.35
317,Hualmay,PE,2022-04-15 03:20:13,-11.0964,-77.6139,66.27,87,37,10.2
318,Roma,US,2022-04-15 03:18:53,43.2128,-75.4557,46.87,82,0,4.61
319,Tautira,PF,2022-04-15 03:20:13,-17.7333,-149.15,81.52,73,21,17.52
320,Sabang,ID,2022-04-15 03:20:14,5.8933,95.3214,83.82,70,86,3.89
321,Ugoofaaru,MV,2022-04-15 03:20:15,5.6667,73.0,84.56,71,6,8.34
322,Paracatu,BR,2022-04-15 03:20:15,-17.2222,-46.8747,69.8,79,14,3.4
323,Sola,VU,2022-04-15 03:20:16,-13.8833,167.55,88.47,70,75,4.61
324,Mapiri,BO,2022-04-15 03:20:16,-15.25,-68.1667,66.43,96,99,0.87
325,Visp,CH,2022-04-15 03:20:17,46.2937,7.8815,53.78,90,25,1.36
326,Zaysan,KZ,2022-04-15 03:20:18,47.4667,84.8667,49.91,18,0,3.24
327,Jiwani,PK,2022-04-15 03:20:18,25.05,61.7417,80.11,81,31,3.22
328,Seoul,KR,2022-04-15 03:20:19,37.5683,126.9778,63.79,25,0,10.36
329,Flinders,AU,2022-04-15 03:20:20,-34.5833,150.8552,80.06,57,69,7.0
330,Tiarei,PF,2022-04-15 03:20:20,-17.5333,-149.3333,82.42,73,13,17.72
331,Santona,ES,2022-04-15 03:20:21,43.4439,-3.4576,55.71,91,3,3.85
332,Sitka,US,2022-04-15 03:20:21,57.0531,-135.33,46.29,25,0,0.0
333,Puro,PH,2022-04-15 03:20:22,12.4841,123.3827,84.13,67,83,3.27
334,Ust-Karsk,RU,2022-04-15 03:20:23,52.7011,118.8077,48.09,33,96,12.86
335,George Town,MY,2022-04-15 03:18:45,5.4112,100.3354,85.95,79,20,2.3
336,Cantaura,VE,2022-04-15 03:20:24,9.3057,-64.3584,78.33,63,67,15.14
337,Canon City,US,2022-04-15 03:19:44,38.441,-105.2424,54.18,19,0,8.05
338,Gupitan,PH,2022-04-15 03:20:25,7.7758,125.6406,87.24,68,62,1.72
339,Mahajanga,MG,2022-04-15 03:20:26,-15.7167,46.3167,77.02,78,40,2.3
340,San Isidro,PE,2022-04-15 03:20:26,-12.1167,-77.05,63.99,82,0,12.66
341,Sosnovo,RU,2022-04-15 03:20:27,60.5514,30.2144,29.25,98,96,3.27
342,Sertaozinho,BR,2022-04-15 03:16:21,-21.1378,-47.9903,69.91,97,35,6.22
343,Bagdarin,RU,2022-04-15 03:20:28,54.4333,113.6,39.24,52,100,14.67
344,Norman Wells,CA,2022-04-15 03:20:29,65.282,-126.8329,12.24,52,40,9.22
345,Inhambane,MZ,2022-04-15 03:15:42,-23.865,35.3833,78.78,94,40,4.61
346,Puerto Penasco,MX,2022-04-15 03:20:30,31.3167,-113.5333,67.91,74,10,6.46
347,Pandan,PH,2022-04-15 03:20:30,14.0453,124.1694,83.89,65,80,4.65
348,Scarborough,GB,2022-04-15 03:20:31,54.2797,-0.4044,49.64,92,71,5.55
349,Sofiyivka,UA,2022-04-15 03:20:32,48.0493,33.8746,49.82,77,100,1.63
350,Fukue,JP,2022-04-15 03:20:32,32.6881,128.8419,59.36,77,75,25.32
351,Nantucket,US,2022-04-15 03:20:33,41.2835,-70.0995,48.31,90,100,12.66
352,Te Anau,NZ,2022-04-15 03:20:33,-45.4167,167.7167,63.9,48,84,4.21
353,Vanavara,RU,2022-04-15 03:20:34,60.34,102.2797,36.1,84,100,2.42
354,Quatre Cocos,MU,2022-04-15 03:20:34,-20.2078,57.7625,79.09,78,89,14.79
355,Sao Felix Do Xingu,BR,2022-04-15 03:20:35,-6.6447,-51.995,72.14,98,71,0.49
356,Coihaique,CL,2022-04-15 03:20:36,-45.5752,-72.0662,52.41,71,0,6.91
357,Moose Factory,CA,2022-04-15 03:20:37,51.2585,-80.6094,32.0,93,0,6.91
358,Puerto Leguizamo,CO,2022-04-15 03:20:37,-0.1934,-74.7819,72.39,97,100,2.33
359,Jati,PK,2022-04-15 03:21:38,24.3539,68.2671,84.07,55,37,15.46
360,Bekhtery,UA,2022-04-15 03:21:39,46.251,32.2927,49.77,77,82,3.98
361,General Roca,AR,2022-04-15 03:21:39,-39.0333,-67.5833,62.13,35,0,11.56
362,Cascais,PT,2022-04-15 03:21:40,38.6979,-9.4215,56.93,74,1,23.0
363,Qandala,SO,2022-04-15 03:21:41,11.472,49.8728,82.53,47,31,5.14
364,Caravelas,BR,2022-04-15 03:21:41,-17.7125,-39.2481,78.89,86,49,7.14
365,Aksarka,RU,2022-04-15 03:21:42,66.5606,67.7975,25.72,80,7,21.16
366,Mogadishu,SO,2022-04-15 03:21:43,2.0371,45.3438,82.13,74,99,8.99
367,Goderich,CA,2022-04-15 03:20:40,43.7501,-81.7165,41.92,56,9,9.22
368,Andenes,NO,2022-04-15 03:21:44,69.3143,16.1194,37.38,60,100,8.05
369,Mocuba,MZ,2022-04-15 03:21:44,-16.8392,36.9856,70.38,98,11,3.94
370,Kupang,ID,2022-04-15 03:21:45,-10.1667,123.5833,85.26,71,47,2.86
371,Nanortalik,GL,2022-04-15 03:21:45,60.1432,-45.2371,30.61,92,100,5.5
372,Margate,GB,2022-04-15 03:21:46,51.3813,1.3862,50.7,85,87,6.46
373,Carutapera,BR,2022-04-15 03:21:47,-1.195,-46.02,77.07,90,100,5.79
374,Nome,US,2022-04-15 03:21:48,64.5011,-165.4064,39.27,66,20,14.97
375,Santa Isabel Do Rio Negro,BR,2022-04-15 03:21:48,-0.4139,-65.0192,72.5,99,100,1.72
376,Chuy,UY,2022-04-15 03:20:08,-33.6971,-53.4616,52.99,77,7,6.33
377,Manthani,IN,2022-04-15 03:21:49,18.65,79.6667,92.55,39,69,7.87
378,Heihe,CN,2022-04-15 03:21:50,50.2441,127.4902,50.58,30,75,11.05
379,Vostok,RU,2022-04-15 03:21:50,46.4856,135.8833,40.59,36,2,7.65
380,Lucapa,AO,2022-04-15 03:21:51,-8.4192,20.7447,65.08,98,100,0.58
381,Rapid Valley,US,2022-04-15 03:21:51,44.0625,-103.1463,23.76,64,0,23.02
382,Leh,IN,2022-04-15 03:21:52,34.1667,77.5833,36.54,52,71,2.53
383,Gebre Guracha,ET,2022-04-15 03:21:53,9.8,38.4,59.67,51,75,1.68
384,Chernyshevskiy,RU,2022-04-15 03:21:53,63.0128,112.4714,20.86,79,97,12.37
385,Ambilobe,MG,2022-04-15 03:21:54,-13.2,49.05,73.08,90,1,2.91
386,Aleksandrow Kujawski,PL,2022-04-15 03:21:54,52.8766,18.6935,51.28,94,100,4.21
387,Atar,MR,2022-04-15 03:21:55,20.5169,-13.0499,71.67,28,0,6.69
388,Bishop Auckland,GB,2022-04-15 03:21:56,54.6555,-1.6771,49.32,89,93,3.33
389,Banda Aceh,ID,2022-04-15 03:21:56,5.5577,95.3222,85.05,67,94,2.53
390,Alexandria,EG,2022-04-15 03:18:44,31.2156,29.9553,58.77,66,26,11.07
391,Kamaishi,JP,2022-04-15 03:21:57,39.2667,141.8833,43.03,91,100,11.43
392,Salihorsk,BY,2022-04-15 03:21:58,52.7876,27.5415,45.41,79,97,7.7
393,Nacala,MZ,2022-04-15 03:21:59,-14.5428,40.6728,74.41,91,8,3.47
394,Boralday,KZ,2022-04-15 03:22:00,43.3578,76.8594,58.86,51,0,2.24
395,Muana,BR,2022-04-15 03:22:00,-1.5283,-49.2167,75.2,97,100,4.27
396,Havoysund,NO,2022-04-15 03:22:01,70.9963,24.6622,32.23,77,100,16.31
397,Pangnirtung,CA,2022-04-15 03:22:01,66.1451,-65.7125,-5.01,91,24,4.59
398,Thinadhoo,MV,2022-04-15 03:21:16,0.5333,72.9333,83.25,65,73,3.78
399,Taree,AU,2022-04-15 03:22:03,-31.9,152.4667,75.06,64,40,5.75
400,Stornoway,GB,2022-04-15 03:22:03,58.2093,-6.3865,48.92,93,100,2.3
401,Yokadouma,CM,2022-04-15 03:22:04,3.5167,15.05,68.2,98,100,0.69
402,Bilma,NE,2022-04-15 03:22:04,18.6853,12.9164,83.48,9,37,9.15
403,Awbari,LY,2022-04-15 03:23:05,26.5921,12.7805,68.27,36,73,17.11
404,Ahipara,NZ,2022-04-15 03:23:05,-35.1667,173.1667,67.44,56,7,5.7
405,Mildura,AU,2022-04-15 03:23:06,-34.2,142.15,80.56,32,100,6.91
406,Trairi,BR,2022-04-15 03:23:07,-3.2778,-39.2689,76.39,87,47,2.53
407,Mayo,US,2022-04-15 03:23:07,38.8876,-76.5119,62.55,40,100,13.8
408,Fergus,US,2022-04-15 03:23:08,47.3,-109.2674,16.18,91,100,4.14
409,Yar-Sale,RU,2022-04-15 03:23:08,66.8333,70.8333,24.03,82,41,17.02
410,Owando,CG,2022-04-15 03:23:09,-0.4819,15.8999,70.02,97,100,1.99
411,Jurm,AF,2022-04-15 03:23:10,36.8648,70.8342,59.41,47,0,1.66
412,Boffa,GN,2022-04-15 03:23:10,10.1667,-14.0333,73.51,85,54,2.35
413,Urazovka,RU,2022-04-15 03:23:11,55.4013,45.6186,35.37,88,94,18.25
414,Vernon,CA,2022-04-15 03:20:11,50.2581,-119.2691,43.16,36,92,2.3
415,Pahalgam,IN,2022-04-15 03:19:14,34.0333,75.3333,48.92,54,34,1.5
416,Camacha,PT,2022-04-15 03:23:12,33.0833,-16.3333,58.42,77,75,10.36
417,Yeniseysk,RU,2022-04-15 03:23:13,58.4497,92.1703,40.01,63,94,5.28
418,Ilulissat,GL,2022-04-15 03:23:13,69.2167,-51.1,-11.45,93,10,6.33
419,Tsaratanana,MG,2022-04-15 03:23:14,-16.7833,47.65,72.5,80,2,10.74
420,Sorland,NO,2022-04-15 03:23:15,67.667,12.6934,38.3,67,26,5.3
421,Sazonovo,RU,2022-04-15 03:23:15,59.0919,35.2268,35.11,98,100,3.8
422,Ballina,AU,2022-04-15 03:23:16,-28.8667,153.5667,69.98,95,59,12.91
423,Port Hedland,AU,2022-04-15 03:23:16,-20.3167,118.5667,91.45,58,3,10.36
424,Bognor Regis,GB,2022-04-15 03:23:17,50.7821,-0.6798,50.74,85,100,2.01
425,Sukhobezvodnoye,RU,2022-04-15 03:23:18,57.0491,44.8891,30.09,90,32,11.12
426,Bozeman,US,2022-04-15 03:18:20,45.6796,-111.0386,21.0,82,100,9.22
427,Buala,SB,2022-04-15 03:23:19,-8.145,159.5921,79.3,85,90,6.42
428,Rincon,US,2022-04-15 03:23:19,32.296,-81.2354,70.86,77,75,3.44
429,Vila Franca Do Campo,PT,2022-04-15 03:23:20,37.7167,-25.4333,63.01,95,100,12.97
430,Broken Hill,AU,2022-04-15 03:19:15,-31.95,141.4333,77.63,27,94,1.57
431,Kushima,JP,2022-04-15 03:23:21,31.4583,131.2333,72.23,73,46,10.04
432,Goure,NE,2022-04-15 03:23:22,13.9835,10.2704,84.94,33,96,8.5
433,Tessalit,ML,2022-04-15 03:23:22,20.1986,1.0114,75.04,13,3,7.65
434,Danjiangkou,CN,2022-04-15 03:23:23,32.5428,111.5086,57.11,48,100,13.49
435,Lufilufi,WS,2022-04-15 03:23:23,-13.8745,-171.5986,87.58,74,13,14.25
436,Sorong,ID,2022-04-15 03:23:24,-0.8833,131.25,84.24,71,100,5.97
437,Hofn,IS,2022-04-15 03:23:24,64.2539,-15.2082,46.13,90,100,38.81
438,Ankara,TR,2022-04-15 03:23:25,39.9199,32.8543,34.99,80,0,0.0
439,Payson,US,2022-04-15 03:23:26,40.0444,-111.7321,54.88,22,100,3.44
440,Ratnagiri,IN,2022-04-15 03:23:26,16.9833,73.3,82.35,75,100,2.21
441,Simao,CN,2022-04-15 03:23:27,22.7886,100.9748,83.75,31,75,5.73
442,Ingham,US,2022-04-15 03:23:27,42.6,-84.3833,46.58,50,40,8.05
443,Moryakovskiy Zaton,RU,2022-04-15 03:23:28,56.6956,84.6467,49.08,70,1,5.32
444,Horsham,GB,2022-04-15 03:23:29,51.064,-0.3272,51.03,90,0,0.0
445,Naryan-Mar,RU,2022-04-15 03:23:29,67.6713,53.087,24.57,87,98,15.7
446,Tamiahua,MX,2022-04-15 03:23:30,21.2667,-97.45,75.63,95,73,2.51
447,Ostersund,SE,2022-04-15 03:23:30,63.1792,14.6357,28.85,64,65,3.44
448,Guaratinga,BR,2022-04-15 03:23:31,-16.5667,-39.5667,72.64,96,10,2.1
449,Constantine,DZ,2022-04-15 03:23:31,36.365,6.6147,54.81,94,100,6.91
450,Do Gonbadan,IR,2022-04-15 03:23:32,30.3586,50.7981,77.09,33,75,4.61
451,Port Macquarie,AU,2022-04-15 03:24:33,-31.4333,152.9167,73.89,57,37,5.93
452,Safaga,EG,2022-04-15 03:24:33,26.7292,33.9365,66.87,38,0,17.27
453,Sao Paulo De Olivenca,BR,2022-04-15 03:24:34,-3.3783,-68.8725,73.02,100,100,2.19
454,Gat,IL,2022-04-15 03:24:34,31.61,34.7642,57.4,80,0,1.07
455,Cheremukhovo,RU,2022-04-15 03:24:35,60.3484,59.9851,35.94,98,100,6.11
456,Chumikan,RU,2022-04-15 03:24:36,54.7183,135.315,35.87,83,60,15.21
457,Srandakan,ID,2022-04-15 03:24:36,-7.9386,110.2506,86.36,61,28,3.62
458,Vao,NC,2022-04-15 03:24:37,-22.6667,167.4833,76.35,83,85,12.59
459,Cap Malheureux,MU,2022-04-15 03:24:38,-19.9842,57.6142,79.47,80,51,5.99
460,Las Vegas,US,2022-04-15 03:23:59,36.175,-115.1372,74.08,17,0,10.36
461,Taft,IR,2022-04-15 03:24:39,31.7471,54.2088,64.35,32,20,6.91
462,Bom Jesus Da Lapa,BR,2022-04-15 03:24:39,-13.255,-43.4181,73.49,82,81,2.35
463,Kununurra,AU,2022-04-15 03:24:40,-15.7667,128.7333,89.58,62,35,3.44
464,Ati,TD,2022-04-15 03:24:40,13.2154,18.3353,82.96,44,74,8.5
465,Omboue,GA,2022-04-15 03:24:41,-1.5746,9.2618,77.65,92,83,3.44
466,Sutysky,UA,2022-04-15 03:24:41,49.0425,28.4173,43.27,67,84,3.85
467,Sisimiut,GL,2022-04-15 03:24:43,66.9395,-53.6735,8.04,82,59,10.09
468,Zhoukou,CN,2022-04-15 03:24:44,33.6333,114.6333,62.1,30,100,15.52
469,Havelock,US,2022-04-15 03:24:44,34.8791,-76.9013,70.02,91,0,12.66
470,Arman,RU,2022-04-15 03:24:45,59.7,150.1667,32.02,59,100,2.1
471,Muzhi,RU,2022-04-15 03:24:46,65.3667,64.6667,29.03,74,58,12.39
472,Asau,RO,2022-04-15 03:24:46,46.4333,26.4,32.92,81,6,4.99
473,Sungaipenuh,ID,2022-04-15 03:24:47,-2.0833,101.3833,76.32,65,97,2.3
474,Lompoc,US,2022-04-15 03:24:47,34.6391,-120.4579,56.01,88,100,12.66
475,Los Llanos De Aridane,ES,2022-04-15 03:24:48,28.6585,-17.9182,58.75,93,0,12.66
476,Dubrovnik,HR,2022-04-15 03:24:48,42.6481,18.0922,49.64,76,0,4.61
477,Imbituba,BR,2022-04-15 03:24:49,-28.24,-48.6703,61.83,74,10,12.19
478,Zhuzhou,CN,2022-04-15 03:24:50,27.8333,113.15,55.53,95,100,9.44
479,Saint-Augustin,CA,2022-04-15 03:24:50,51.226,-58.6502,28.42,97,94,2.01
480,Punta Alta,AR,2022-04-15 03:24:51,-38.8759,-62.0736,56.75,66,0,8.81
481,Vihti,FI,2022-04-15 03:24:51,60.417,24.3197,35.53,100,100,7.0
482,Acapulco,MX,2022-04-15 03:20:29,16.8634,-99.8901,78.62,73,40,3.44
483,Coquimbo,CL,2022-04-15 03:23:16,-29.9533,-71.3436,56.93,88,100,3.44
484,Vila Do Maio,CV,2022-04-15 03:24:53,15.1333,-23.2167,68.79,81,7,14.67
485,Honavar,IN,2022-04-15 03:24:53,14.2833,74.45,82.51,79,100,2.86
486,Tezu,IN,2022-04-15 03:24:54,27.9167,96.1667,70.02,94,100,5.1
487,Perbaungan,ID,2022-04-15 03:24:55,3.5679,98.956,86.11,69,99,5.64
488,Winona,US,2022-04-15 03:21:53,43.9666,-91.7668,33.6,69,100,12.66
489,Kerman,IR,2022-04-15 03:24:55,30.2832,57.0788,58.86,31,0,6.91
490,Porirua,NZ,2022-04-15 03:21:23,-41.1333,174.85,64.54,70,13,3.98
491,Cairns,AU,2022-04-15 03:21:38,-16.9167,145.7667,85.06,83,75,16.11
492,Bonavista,CA,2022-04-15 03:24:57,48.6499,-53.1147,29.41,86,44,14.12
493,Umaria,IN,2022-04-15 03:24:58,23.5333,80.8333,92.86,14,30,8.7
494,Paciran,ID,2022-04-15 03:24:58,-6.8767,112.3761,85.01,65,11,3.65
495,Puerto Suarez,BO,2022-04-15 03:24:59,-18.95,-57.8,71.55,56,58,6.8
496,Svetlogorsk,BY,2022-04-15 03:24:59,52.6333,29.7333,43.25,74,98,7.25
497,Xunchang,CN,2022-04-15 03:26:00,28.4543,104.715,56.55,95,100,7.14
498,Santa Helena De Goias,BR,2022-04-15 03:22:59,-17.8136,-50.5969,69.64,90,3,7.43
499,Zhigansk,RU,2022-04-15 03:22:12,66.7697,123.3711,28.22,81,94,18.14
500,Kavaratti,IN,2022-04-15 03:26:01,10.5669,72.642,82.94,74,55,6.8
501,Middelburg,ZA,2022-04-15 03:26:02,-25.7751,29.4648,56.08,71,0,2.06
502,Mount Gambier,AU,2022-04-15 03:26:02,-37.8333,140.7667,67.91,77,100,9.22
503,Igarka,RU,2022-04-15 03:26:03,67.4667,86.5833,33.24,99,100,18.68
504,Shimoda,JP,2022-04-15 03:26:04,34.6667,138.95,55.76,93,100,17.54
505,Bardiyah,LY,2022-04-15 03:26:04,31.7561,25.0865,59.43,75,88,17.2
506,Sambava,MG,2022-04-15 03:26:05,-14.2667,50.1667,76.39,89,8,9.98
507,Hay River,CA,2022-04-15 03:23:29,60.8156,-115.7999,26.58,39,20,6.91
508,Mackay,AU,2022-04-15 03:23:52,-21.15,149.2,83.68,65,2,17.27
509,Richards Bay,ZA,2022-04-15 03:26:06,-28.783,32.0377,67.5,92,0,5.93
510,Guaruja,BR,2022-04-15 03:24:53,-23.9931,-46.2564,69.89,26,100,3.0
511,Port-Gentil,GA,2022-04-15 03:26:07,-0.7193,8.7815,80.19,83,100,8.21
512,Murray Bridge,AU,2022-04-15 03:23:29,-35.1167,139.2667,78.82,55,99,1.25
513,Karratha,AU,2022-04-15 03:26:08,-20.7377,116.8463,92.26,45,0,20.45
514,Domoni,KM,2022-04-15 03:26:08,-12.2569,44.5319,79.65,84,4,6.17
515,Mount Darwin,ZW,2022-04-15 03:26:09,-16.7725,31.5838,64.87,94,27,2.62
516,Porbandar,IN,2022-04-15 03:26:10,21.6422,69.6093,82.38,78,0,5.75
517,Verkh-Usugli,RU,2022-04-15 03:26:10,52.7,115.1667,42.4,44,100,17.25
518,Port-Cartier,CA,2022-04-15 03:26:11,50.0334,-66.8654,37.74,91,100,8.08
519,Toropets,RU,2022-04-15 03:26:11,56.4978,31.6353,39.65,96,100,3.38
520,Pacific Grove,US,2022-04-15 03:26:12,36.6177,-121.9166,57.34,84,100,5.75
521,Manyana,BW,2022-04-15 03:24:40,-23.4,21.7167,65.32,46,82,6.4
522,Grand Forks,US,2022-04-15 03:26:13,47.9417,-97.4337,15.73,79,75,16.11
523,Gizo,SB,2022-04-15 03:26:14,-8.103,156.8419,84.38,69,73,1.54
524,Buluang,PH,2022-04-15 03:26:15,13.3068,123.3425,86.95,62,90,3.71
525,Chiang Khong,TH,2022-04-15 03:26:15,20.2613,100.4046,95.29,25,54,2.98
526,Kanniyakumari,IN,2022-04-15 03:26:16,8.0833,77.5667,83.71,74,39,8.08
527,Guadalupe Y Calvo,MX,2022-04-15 03:21:20,26.1,-106.9667,51.96,26,100,3.22
528,Kenora,CA,2022-04-15 03:26:17,49.8167,-94.4337,20.37,86,100,10.36
529,Ajdabiya,LY,2022-04-15 03:26:17,30.7554,20.2263,67.53,37,100,25.66
530,Kerema,PG,2022-04-15 03:23:12,-7.9631,145.7785,85.5,70,27,7.61
531,Kinwat,IN,2022-04-15 03:26:18,19.6333,78.2,95.52,20,11,10.4
